surface,slot,canonical_value,level,priority,category_hint,need_hint,gate_hint,is_protected,allow_nested,match_type,source,memo,use_typo,typo_threshold,use_embedding,embedding_text,embedding_threshold
체증 형 간병인 보험,policy_product_feature,체증형,4,8350,간병인보험,상품조건확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병인 보험 체증 형,policy_product_feature,체증형,4,8350,간병인보험,상품조건확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병인보험 체증형,policy_product_feature,체증형,4,8350,간병인보험,상품조건확인,detailed,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병비 보험 금액,weak_intent,보험료,8,5400,간병비보험,보험료확인,general,Y,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병비 보험금액,weak_intent,보험료,8,5400,간병비보험,보험료확인,general,Y,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병비 금액,weak_intent,보험료,8,5350,간병비보험,보험료확인,general,Y,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
간병비 보험료,weak_intent,보험료,8,5350,간병비보험,보험료확인,general,N,N,contains,output_review_v9,간병/간병인 문맥 보강,N,,N,,
비 갱신 형,policy_product_feature,비갱신형,4,8500,,상품조건확인,detailed,Y,N,contains,output_review_v9,비갱신 띄어쓰기 오탐 방지,N,,N,,
비갱신 형,policy_product_feature,비갱신형,4,8500,,상품조건확인,detailed,Y,N,contains,output_review_v9,비갱신 띄어쓰기 오탐 방지,N,,N,,
비 갱신,policy_product_feature,비갱신형,4,8500,,상품조건확인,detailed,Y,N,contains,output_review_v9,비갱신 띄어쓰기 오탐 방지,N,,N,,
치과 치료 보험,insurance_category,치아보험,6,7200,치아보험,상품추천탐색,general,N,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
치과치료보험,insurance_category,치아보험,6,7150,치아보험,상품추천탐색,general,N,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
치아 교정,coverage_focus,치아교정보장,5,7700,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
치아교정,coverage_focus,치아교정보장,5,7700,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
교정 보험,coverage_focus,치아교정보장,5,7600,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
교정 치료 보험,coverage_focus,치아교정보장,5,7600,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
치아 보험 가입 요령,action_service,가입방법,3,8450,치아보험,가입방법확인,general,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
치과 보험 가입 요령,action_service,가입방법,3,8450,치아보험,가입방법확인,general,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
치아 보험 가입 방법,action_service,가입방법,3,8450,치아보험,가입방법확인,general,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
치과 보험 가입 방법,action_service,가입방법,3,8450,치아보험,가입방법확인,general,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
어금니,coverage_focus,어금니치료,5,7400,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
앞니,coverage_focus,앞니치료,5,7400,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
송곳니,coverage_focus,송곳니치료,5,7400,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
잇몸 때우기 비용,hard_oos,치과치료비용,1,9500,,질병정보탐색,oos,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
치과 치료,hard_oos,치과치료정보,1,9450,,질병정보탐색,oos,Y,N,contains,output_review_v9,치아/치과 문맥 보강,N,,N,,
암 보장 보험,coverage_focus,암보장,5,7750,암보험,보장범위확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
암 보장,coverage_focus,암보장,5,7700,암보험,보장범위확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
암 완치 후 보험,disease_focus,암병력,5,7650,유병자보험,가입가능성확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
완치 후 보험 가입,disease_focus,병력,5,7600,유병자보험,가입가능성확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
쌍꺼풀 수술 보험,coverage_focus,미용수술보장여부,5,7500,수술비보험,보장범위확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
회전근 개 파열 수술,coverage_focus,회전근개파열수술비,5,7600,질병수술비보험,보장범위확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
회전근개 파열 수술,coverage_focus,회전근개파열수술비,5,7600,질병수술비보험,보장범위확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
정신과 의료 보험,coverage_focus,정신건강보장,5,7600,정신건강보험,보장범위확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
한방 병원 보험,coverage_focus,한방치료보장,5,7550,건강보험,보장범위확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
한방 치료 보험,coverage_focus,한방치료보장,5,7550,건강보험,보장범위확인,detailed,N,N,contains,output_review_v9,출력 리뷰 기반 보강,N,,N,,
임플란트 건강 보험,public_non_private,임플란트건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
임플란트 건강보험,public_non_private,임플란트건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
65 세 이상 임플란트 건강 보험,public_non_private,임플란트건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
65세 이상 임플란트 건강보험,public_non_private,임플란트건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
틀니 건강 보험,public_non_private,틀니건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
틀니 건강보험,public_non_private,틀니건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
스케일링 건강 보험,public_non_private,스케일링건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
스케일링 건강보험,public_non_private,스케일링건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
충치 건강 보험,public_non_private,충치건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
충치 건강보험,public_non_private,충치건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
치과 건강 보험,public_non_private,치과건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
치과 건강보험,public_non_private,치과건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강 보험 치과,public_non_private,치과건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강보험 치과,public_non_private,치과건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강 보험 임플란트,public_non_private,임플란트건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강보험 임플란트,public_non_private,임플란트건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강 보험 스케일링,public_non_private,스케일링건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강보험 스케일링,public_non_private,스케일링건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강 보험 충치,public_non_private,충치건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강보험 충치,public_non_private,충치건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
충치 치료 건강 보험,public_non_private,충치건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
충치치료 건강보험,public_non_private,충치건강보험,2,9350,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강 보험 스케일링 비용,public_non_private,스케일링건강보험,2,9360,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
건강보험 스케일링 비용,public_non_private,스케일링건강보험,2,9360,,OOS,oos,Y,N,contains,output_review_v9,공공보험/치과급여,N,,N,,
치아 홈 메우기,coverage_focus,치아홈메우기보장,5,7650,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아치료 담보 보강,N,,N,,
홈 메우기 보험,coverage_focus,치아홈메우기보장,5,7600,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아치료 담보 보강,N,,N,,
치아 미백,coverage_focus,치아미백보장여부,5,7600,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아치료 담보 보강,N,,N,,
치아 미백 보험,coverage_focus,치아미백보장여부,5,7650,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아치료 담보 보강,N,,N,,
치아 때우는 재료,coverage_focus,충전치료보장,5,7600,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아치료 담보 보강,N,,N,,
때우는 재료 보험,coverage_focus,충전치료보장,5,7550,치아보험,보장범위확인,detailed,Y,N,contains,output_review_v9,치아치료 담보 보강,N,,N,,
보험 치과,insurance_category,치아보험,6,7200,치아보험,상품추천탐색,general,N,N,contains,output_review_v9,치과 카테고리 보강,N,,N,,
보험 치아,insurance_category,치아보험,6,7200,치아보험,상품추천탐색,general,N,N,contains,output_review_v9,치아 카테고리 보강,N,,N,,
손해 보험 치아,insurance_category,치아보험,6,7200,치아보험,상품추천탐색,general,N,N,contains,output_review_v9,치아 카테고리 보강,N,,N,,
손해보험 치아,insurance_category,치아보험,6,7200,치아보험,상품추천탐색,general,N,N,contains,output_review_v9,치아 카테고리 보강,N,,N,,
간병인 지원 제도,public_non_private,간병인지원제도,2,9300,,OOS,oos,Y,N,contains,output_quality_v10,공공/비민영 보험 또는 의료제도 검색어 OOS,N,,N,,
간병인 국가 지원,public_non_private,간병인국가지원,2,9300,,OOS,oos,Y,N,contains,output_quality_v10,공공/비민영 보험 또는 의료제도 검색어 OOS,N,,N,,
병원 간병인 국가 지원,public_non_private,간병인국가지원,2,9300,,OOS,oos,Y,N,contains,output_quality_v10,공공/비민영 보험 또는 의료제도 검색어 OOS,N,,N,,
간병비 지원,public_non_private,간병비지원제도,2,9300,,OOS,oos,Y,N,contains,output_quality_v10,공공/비민영 보험 또는 의료제도 검색어 OOS,N,,N,,
수급자 간병비 지원,public_non_private,간병비지원제도,2,9300,,OOS,oos,Y,N,contains,output_quality_v10,공공/비민영 보험 또는 의료제도 검색어 OOS,N,,N,,
간호 간병 서비스,public_non_private,간호간병통합서비스,2,9300,,OOS,oos,Y,N,contains,output_quality_v10,공공/비민영 보험 또는 의료제도 검색어 OOS,N,,N,,
